ds,color,size,y_true,y_pred
2024-11-26,Kırmızı,XL,9,8.204382136001001
2024-11-27,Kırmızı,XL,10,9.064344947765843
2024-11-28,Kırmızı,XL,12,9.521249526882029
2024-11-29,Kırmızı,XL,2,8.902455284234854
2024-11-30,Kırmızı,XL,15,12.070830547011658
2024-12-01,Kırmızı,XL,3,12.159303025903307
2024-12-02,Kırmızı,XL,13,8.44612593437494
2024-12-03,Kırmızı,XL,3,8.202052001995067
2024-12-04,Kırmızı,XL,11,9.062014813758987
2024-12-05,Kırmızı,XL,7,9.518919392877045
2024-12-06,Kırmızı,XL,11,8.900125150227217
2024-12-07,Kırmızı,XL,26,12.068500413005594
2024-12-08,Kırmızı,XL,11,12.15697289190176
2024-12-09,Kırmızı,XL,7,8.44379580036746
2024-12-10,Kırmızı,XL,0,8.199721867989133
2024-12-11,Kırmızı,XL,8,9.05968467975267
2024-12-12,Kırmızı,XL,4,9.516589258869859
2024-12-13,Kırmızı,XL,7,8.89779501621452
2024-12-14,Kırmızı,XL,17,12.066170278999536
2024-12-15,Kırmızı,XL,17,12.154642757896495
2024-12-16,Kırmızı,XL,7,8.441465666354834
2024-12-17,Kırmızı,XL,6,8.197391733981622
2024-12-18,Kırmızı,XL,11,9.057354545746081
2024-12-19,Kırmızı,XL,9,9.697493449354615
2024-12-20,Kırmızı,XL,7,9.078699206698824
2024-12-21,Kırmızı,XL,2,12.247074469485415
2024-12-22,Kırmızı,XL,17,12.335546948380117
2024-12-23,Kırmızı,XL,15,8.622369856839297
2024-12-24,Kırmızı,XL,5,8.378295924462453
2024-12-25,Kırmızı,XL,6,9.055024411739495
2024-12-26,Kırmızı,XL,3,9.511928990853301
2024-12-27,Kırmızı,XL,12,8.893134748203723
2024-12-28,Kırmızı,XL,8,12.06151001099035
2024-12-29,Kırmızı,XL,5,12.149982489889682
2024-12-30,Kırmızı,XL,8,8.436805398339876
2024-12-31,Kırmızı,XL,3,8.192731465962998
2024-01-01,Mavi,M,16,9.57004591345564
2024-01-02,Mavi,M,11,9.164921837756369
2024-01-03,Mavi,M,5,10.470598217255242
2024-01-04,Mavi,M,7,8.882275170071033
2024-01-05,Mavi,M,4,9.572727334469507
2024-01-06,Mavi,M,7,12.248461706367667
2024-01-07,Mavi,M,13,11.896187361096096
2024-01-08,Mavi,M,2,9.576545762528763
2024-01-09,Mavi,M,6,9.171421686824342
2024-01-10,Mavi,M,6,10.477098066321519
2024-01-11,Mavi,M,4,8.888775019136338
2024-01-12,Mavi,M,7,9.579227183539444
2024-01-13,Mavi,M,1,12.254961555428402
2024-01-14,Mavi,M,4,11.902687210162568
2024-01-15,Mavi,M,8,9.583045611594756
2024-01-16,Mavi,M,9,9.177921535892317
2024-01-17,Mavi,M,5,10.483597915388716
2024-01-18,Mavi,M,3,8.89527486820276
2024-01-19,Mavi,M,6,9.58572703260938
2024-01-20,Mavi,M,12,12.261461404497336
2024-01-21,Mavi,M,17,11.909187059226106
2024-01-22,Mavi,M,18,9.589545460660746
2024-01-23,Mavi,M,4,9.184421384960572
2024-01-24,Mavi,M,5,10.490097764456678
2024-01-25,Mavi,M,4,8.901774717268069
2024-01-26,Mavi,M,6,9.592226881677771
2024-01-27,Mavi,M,7,12.58322276492904
2024-01-28,Mavi,M,10,12.23094841965535
2024-01-29,Mavi,M,7,9.911306821096636
2024-01-30,Mavi,M,8,9.506182745391598
2024-01-31,Mavi,M,3,10.811859124886187
2024-02-01,Mavi,M,7,9.223536077704427
2024-02-02,Mavi,M,7,9.59872673074616
2024-02-03,Mavi,M,9,12.274461102633532
2024-02-04,Mavi,M,13,11.922186757367086
2024-02-05,Mavi,M,8,10.19297016448027
2024-02-06,Mavi,M,3,9.787846088778187
2024-02-07,Mavi,M,5,11.093522468271537
2024-02-08,Mavi,M,6,9.50519942108835
2024-02-09,Mavi,M,11,10.1956515854867
2024-02-10,Mavi,M,8,12.280960951700793
2024-02-11,Mavi,M,1,11.928686606432093
2024-02-12,Mavi,M,0,9.609045007865848
2024-02-13,Mavi,M,3,9.203920932164776
2024-02-14,Mavi,M,6,10.509597311657352
2024-02-15,Mavi,M,9,8.921274264473388
2024-02-16,Mavi,M,18,9.611726428875249
2024-02-17,Mavi,M,8,12.287460800769729
2024-02-18,Mavi,M,8,11.9351864554971
2024-02-19,Mavi,M,2,9.61554485693087
2024-02-20,Mavi,M,1,9.210420781227391
2024-02-21,Mavi,M,9,10.51609716072455
2024-02-22,Mavi,M,9,8.927774113538694
2024-02-23,Mavi,M,6,9.618226277942092
2024-02-24,Mavi,M,6,12.293960649838663
2024-02-25,Mavi,M,13,11.941686304571606
2024-02-26,Mavi,M,2,9.622044705996862
2024-02-27,Mavi,M,7,9.216920630295649
2024-02-28,Mavi,M,6,10.52259700979205
2024-02-29,Mavi,M,11,8.934273962605117
2024-03-01,Mavi,M,9,9.624726127012028
2024-03-02,Mavi,M,13,12.300460498899398
2024-03-03,Mavi,M,19,11.948186153636613
2024-03-04,Mavi,M,6,9.62854455506188
2024-03-05,Mavi,M,6,9.223420479363337
2024-03-06,Mavi,M,2,10.529096858858328
2024-03-07,Mavi,M,5,8.940773811676475
2024-03-08,Mavi,M,11,9.631225976080419
2024-03-09,Mavi,M,0,12.306960347966662
2024-03-10,Mavi,M,3,11.954686002703085
2024-03-11,Mavi,M,9,9.635044404127871
2024-03-12,Mavi,M,6,9.229920328431593
2024-03-13,Mavi,M,14,10.535596707925526
2024-03-14,Mavi,M,13,8.947273660742896
2024-03-15,Mavi,M,8,9.637725825150355
2024-03-16,Mavi,M,9,12.31346019703727
2024-03-17,Mavi,M,15,11.961185851766622
2024-03-18,Mavi,M,7,9.641544253200994
2024-03-19,Mavi,M,9,9.236420177499566
2024-03-20,Mavi,M,15,10.542096556992725
2024-03-21,Mavi,M,15,8.993871526852361
2024-03-22,Mavi,M,9,9.6843236912629
2024-03-23,Mavi,M,18,12.360058063140482
2024-03-24,Mavi,M,0,12.00778371787725
2024-03-25,Mavi,M,9,9.688142119311141
2024-03-26,Mavi,M,2,9.242920026567823
2024-03-27,Mavi,M,9,10.548596406059463
2024-03-28,Mavi,M,3,8.960273358875742
2024-03-29,Mavi,M,0,9.650725523277899
2024-03-30,Mavi,M,1,12.326459895166934
2024-03-31,Mavi,M,16,11.974185549899568
2024-04-01,Mavi,M,9,9.969805462694776
2024-04-02,Mavi,M,10,9.564681386992927
2024-04-03,Mavi,M,16,10.870357766490656
2024-04-04,Mavi,M,4,9.28203471930382
2024-04-05,Mavi,M,8,9.65722537234629
2024-04-06,Mavi,M,8,12.332959744234197
2024-04-07,Mavi,M,24,11.980685398964575
2024-04-08,Mavi,M,9,9.661043800398968
2024-04-09,Mavi,M,8,9.25591972469813
2024-04-10,Mavi,M,9,10.561596104194162
2024-04-11,Mavi,M,5,8.973273057006358
2024-04-12,Mavi,M,10,9.428659744140221
2024-04-13,Mavi,M,15,12.104394116028674
2024-04-14,Mavi,M,16,11.752119770766091
2024-04-15,Mavi,M,7,9.43247817218953
2024-04-16,Mavi,M,9,9.027354096491642
2024-04-17,Mavi,M,2,10.3330304759869
2024-04-18,Mavi,M,3,8.744707428798321
2024-04-19,Mavi,M,7,9.670225070473833
2024-04-20,Mavi,M,24,12.345959442372067
2024-04-21,Mavi,M,9,11.993685097104088
2024-04-22,Mavi,M,14,9.674043498529006
2024-04-23,Mavi,M,14,9.268919422834358
2024-04-24,Mavi,M,8,10.574595802328098
2024-04-25,Mavi,M,10,8.986272755143025
2024-04-26,Mavi,M,15,9.67672491954377
2024-04-27,Mavi,M,7,12.352459291441003
2024-04-28,Mavi,M,13,12.00018494617056
2024-04-29,Mavi,M,10,9.6805433476031
2024-04-30,Mavi,M,4,9.275419271896974
2024-05-01,Mavi,M,11,10.581095651394836
2024-05-02,Mavi,M,3,8.992772604210561
2024-05-03,Mavi,M,3,9.683224768610614
2024-05-04,Mavi,M,13,12.358959140508263
2024-05-05,Mavi,M,15,12.006684795235566
2024-05-06,Mavi,M,0,9.687043196668121
2024-05-07,Mavi,M,5,9.281919120965231
2024-05-08,Mavi,M,6,10.627693517505731
2024-05-09,Mavi,M,5,9.039370470320026
2024-05-10,Mavi,M,10,9.729822634724703
2024-05-11,Mavi,M,10,12.405557006613154
2024-05-12,Mavi,M,12,12.053282661344726
2024-05-13,Mavi,M,8,9.73364106277924
2024-05-14,Mavi,M,9,9.328516987077077
2024-05-15,Mavi,M,12,10.63419336657293
2024-05-16,Mavi,M,15,9.005772302348342
2024-05-17,Mavi,M,4,9.461158989476026
2024-05-18,Mavi,M,12,12.136893361361802
2024-05-19,Mavi,M,9,11.784619016091117
2024-05-20,Mavi,M,5,9.464977417525645
2024-05-21,Mavi,M,2,9.059853341826718
2024-05-22,Mavi,M,4,10.365529721322275
2024-05-23,Mavi,M,1,8.77720667413919
2024-05-24,Mavi,M,8,9.702724315817328
2024-05-25,Mavi,M,23,12.378458687706866
2024-05-26,Mavi,M,13,12.026184342440084
2024-05-27,Mavi,M,11,9.706542743873225
2024-05-28,Mavi,M,8,9.301418668169433
2024-05-29,Mavi,M,9,10.607095047663933
2024-05-30,Mavi,M,8,9.018772000480071
2024-05-31,Mavi,M,8,9.709224164887265
2024-06-01,Mavi,M,22,12.38495853677413
2024-06-02,Mavi,M,13,12.03268419150509
2024-06-03,Mavi,M,0,9.713042592938244
2024-06-04,Mavi,M,17,9.307918517237121
2024-06-05,Mavi,M,8,10.613594896730211
2024-06-06,Mavi,M,4,9.025271849546494
2024-06-07,Mavi,M,7,9.71572401394642
2024-06-08,Mavi,M,4,12.391458385841391
2024-06-09,Mavi,M,6,11.804118563297102
2024-06-10,Mavi,M,10,9.484476964729778
2024-06-11,Mavi,M,16,9.07935288903092
2024-06-12,Mavi,M,12,10.385029268523713
2024-06-13,Mavi,M,18,8.796706221338457
2024-06-14,Mavi,M,4,9.722223863016357
2024-06-15,Mavi,M,22,12.397958234911997
2024-06-16,Mavi,M,36,11.810618412360641
2024-06-17,Mavi,M,10,9.490976813795768
2024-06-18,Mavi,M,10,9.085852738093537
2024-06-19,Mavi,M,11,10.39152911759045
2024-06-20,Mavi,M,15,8.803206070403766
2024-06-21,Mavi,M,13,9.493658234810287
2024-06-22,Mavi,M,22,12.1693926067048
2024-06-23,Mavi,M,7,11.817118261436617
2024-06-24,Mavi,M,17,9.732542140136218
2024-06-25,Mavi,M,13,9.327418064436252
2024-06-26,Mavi,M,7,11.223519449613493
2024-06-27,Mavi,M,9,9.635196402427145
2024-06-28,Mavi,M,8,10.325648566834518
2024-06-29,Mavi,M,11,13.00138293872305
2024-06-30,Mavi,M,24,12.649108593457468
2024-07-01,Mavi,M,20,10.329466994882624
2024-07-02,Mavi,M,25,9.924342919185612
2024-07-03,Mavi,M,6,11.230019298680691
2024-07-04,Mavi,M,21,9.051271245816004
2024-07-05,Mavi,M,11,9.741723410221523
2024-07-06,Mavi,M,4,12.41745778210893
2024-07-07,Mavi,M,23,11.830117959568097
2024-07-08,Mavi,M,16,9.510476360993744
2024-07-09,Mavi,M,16,9.1053522852921
2024-07-10,Mavi,M,13,10.411028664791123
2024-07-11,Mavi,M,7,8.82270561760797
2024-07-12,Mavi,M,25,9.74822325929146
2024-07-13,Mavi,M,11,12.423957631177865
2024-07-14,Mavi,M,10,12.071683285909028
2024-07-15,Mavi,M,9,9.75204168734035
2024-07-16,Mavi,M,0,9.346917611634531
2024-07-17,Mavi,M,9,10.652593991132782
2024-07-18,Mavi,M,10,9.064270943947736
2024-07-19,Mavi,M,4,9.754723108358304
2024-07-20,Mavi,M,1,12.430457480238598
2024-07-21,Mavi,M,24,12.078183134972564
2024-07-22,Mavi,M,15,9.758541536406343
2024-07-23,Mavi,M,1,9.353417460702786
2024-07-24,Mavi,M,11,10.659093840199521
2024-07-25,Mavi,M,7,9.070770793013043
2024-07-26,Mavi,M,14,9.761222957419006
2024-07-27,Mavi,M,15,12.436957329307532
2024-07-28,Mavi,M,6,12.084682984039038
2024-07-29,Mavi,M,10,9.765041385471363
2024-07-30,Mavi,M,15,9.35991730977076
2024-07-31,Mavi,M,13,10.665593689267482
2024-08-01,Mavi,M,11,9.07727064208058
2024-08-02,Mavi,M,17,9.767722806485848
2024-08-03,Mavi,M,17,12.443457178374794
2024-08-04,Mavi,M,12,12.091182833104043
2024-08-05,Mavi,M,11,9.771541234536382
2024-08-06,Mavi,M,16,9.366417158839017
2024-08-07,Mavi,M,12,10.67209353833422
2024-08-08,Mavi,M,8,9.083770491145886
2024-08-09,Mavi,M,8,9.774222655555784
2024-08-10,Mavi,M,21,12.449957027443729
2024-08-11,Mavi,M,16,12.09768268217855
2024-08-12,Mavi,M,19,9.778041083611448
2024-08-13,Mavi,M,5,9.372917007906707
2024-08-14,Mavi,M,24,10.678593387401417
2024-08-15,Mavi,M,6,9.090270340212308
2024-08-16,Mavi,M,19,9.780722504614939
2024-08-17,Mavi,M,18,12.456456876510991
2024-08-18,Mavi,M,9,12.104182531243557
2024-08-19,Mavi,M,11,9.784540932677439
2024-08-20,Mavi,M,7,9.379416856974963
2024-08-21,Mavi,M,3,10.685093236468155
2024-08-22,Mavi,M,13,9.096770189283667
2024-08-23,Mavi,M,7,9.78722235368333
2024-08-24,Mavi,M,12,12.462956725581599
2024-08-25,Mavi,M,14,12.110682380310031
2024-08-26,Mavi,M,11,9.791040781742456
2024-08-27,Mavi,M,9,9.385916706037579
2024-08-28,Mavi,M,4,10.691593085535354
2024-08-29,Mavi,M,7,9.103270038350091
2024-08-30,Mavi,M,11,9.79372220275172
2024-08-31,Mavi,M,29,12.469456574648861
2024-09-01,Mavi,M,10,12.117182229375034
2024-09-02,Mavi,M,10,9.797540630807477
2024-09-03,Mavi,M,16,9.707678066468322
2024-09-04,Mavi,M,4,11.013354445964401
2024-09-05,Mavi,M,10,9.425031398779284
2024-09-06,Mavi,M,8,10.115483563184425
2024-09-07,Mavi,M,9,12.791217935072364
2024-09-08,Mavi,M,25,12.438943589812315
2024-09-09,Mavi,M,7,10.11930199123624
2024-09-10,Mavi,M,15,9.714177915536295
2024-09-11,Mavi,M,13,10.704592783668831
2024-09-12,Mavi,M,15,9.116269736487872
2024-09-13,Mavi,M,7,9.806721900891588
2024-09-14,Mavi,M,25,12.482456272778528
2024-09-15,Mavi,M,5,12.13018192751308
2024-09-16,Mavi,M,19,9.810540328939462
2024-09-17,Mavi,M,5,9.405416253241782
2024-09-18,Mavi,M,9,10.711092632736792
2024-09-19,Mavi,M,5,9.12276958555318
2024-09-20,Mavi,M,8,9.813221749959979
2024-09-21,Mavi,M,19,12.488956121847464
2024-09-22,Mavi,M,7,12.136681776579554
2024-09-23,Mavi,M,9,9.817040178012583
2024-09-24,Mavi,M,9,9.411916102310038
2024-09-25,Mavi,M,8,10.717592481803528
2024-09-26,Mavi,M,10,9.129269434620715
2024-09-27,Mavi,M,10,10.410146604709754
2024-09-28,Mavi,M,20,13.085880976596112
2024-09-29,Mavi,M,12,12.733606631325944
2024-09-30,Mavi,M,0,10.41396503275899
2024-10-01,Mavi,M,10,9.418415951378009
2024-10-02,Mavi,M,15,10.724092330870267
2024-10-03,Mavi,M,12,9.135769283686022
2024-10-04,Mavi,M,9,9.826221448087525
2024-10-05,Mavi,M,12,12.501955819981989
2024-10-06,Mavi,M,10,12.149681474711032
2024-10-07,Mavi,M,2,9.830039876144564
2024-10-08,Mavi,M,8,9.424915800445984
2024-10-09,Mavi,M,19,10.730592179938228
2024-10-10,Mavi,M,0,9.142269132752446
2024-10-11,Mavi,M,3,9.83272129715746
2024-10-12,Mavi,M,15,12.508455669044395
2024-10-13,Mavi,M,14,12.156181323776035
2024-10-14,Mavi,M,3,9.836539725209585
2024-10-15,Mavi,M,14,9.4314156495086
2024-10-16,Mavi,M,7,10.737092029004966
2024-10-17,Mavi,M,9,9.148768981817753
2024-10-18,Mavi,M,14,9.839221146224304
2024-10-19,Mavi,M,15,12.514955518115
2024-10-20,Mavi,M,13,12.162681172850546
2024-10-21,Mavi,M,16,9.843039574275576
2024-10-22,Mavi,M,11,9.437915498576572
2024-10-23,Mavi,M,7,10.743591878072165
2024-10-24,Mavi,M,6,9.155268830884177
2024-10-25,Mavi,M,8,9.84572099529424
2024-10-26,Mavi,M,9,12.521455367182263
2024-10-27,Mavi,M,9,12.16918102191555
2024-10-28,Mavi,M,5,9.849539423340596
2024-10-29,Mavi,M,8,9.444415347644547
2024-10-30,Mavi,M,0,10.750091727138441
2024-10-31,Mavi,M,14,9.161768679955534
2024-11-01,Mavi,M,6,9.85222084436263
2024-11-02,Mavi,M,10,12.527955216249525
2024-11-03,Mavi,M,10,12.175680870982024
2024-11-04,Mavi,M,1,9.856039272406587
2024-11-05,Mavi,M,10,9.450915196707447
2024-11-06,Mavi,M,16,11.071853087568408
2024-11-07,Mavi,M,17,9.483530040384727
2024-11-08,Mavi,M,9,10.173982204784554
2024-11-09,Mavi,M,4,12.849716576681232
2024-11-10,Mavi,M,14,12.772605725726947
2024-11-11,Mavi,M,11,10.452964127161096
2024-11-12,Mavi,M,13,10.04784005145652
2024-11-13,Mavi,M,5,11.353516430954222
2024-11-14,Mavi,M,5,9.76519338376865
2024-11-15,Mavi,M,11,10.455645548171558
2024-11-16,Mavi,M,22,12.540954914377522
2024-11-17,Mavi,M,10,12.188680569112034
2024-11-18,Mavi,M,12,9.909136987589855
2024-11-19,Mavi,M,16,9.504012911887548
2024-11-20,Mavi,M,15,10.809689291383732
2024-11-21,Mavi,M,0,9.221366244198958
2024-11-22,Mavi,M,7,9.91181840860272
2024-11-23,Mavi,M,21,12.54745476344813
2024-11-24,Mavi,M,14,12.195180418178506
2024-11-25,Mavi,M,7,9.875538819611691
2024-11-26,Mavi,M,12,9.470414743911363
2024-11-27,Mavi,M,18,10.776091123407998
2024-11-28,Mavi,M,3,9.18776807622011
2024-11-29,Mavi,M,7,9.878220240626954
2024-11-30,Mavi,M,19,12.55395461251539
2024-12-01,Mavi,M,8,12.20168026724351
2024-12-02,Mavi,M,2,9.882038668684814
2024-12-03,Mavi,M,6,9.476914592979337
2024-12-04,Mavi,M,9,10.782590972474276
2024-12-05,Mavi,M,8,9.194267925292582
2024-12-06,Mavi,M,5,9.884720089696888
2024-12-07,Mavi,M,7,12.560454461584326
2024-12-08,Mavi,M,7,12.208180116319488
2024-12-09,Mavi,M,6,9.888538517749835
2024-12-10,Mavi,M,2,9.48341444204731
2024-12-11,Mavi,M,8,10.789090821541475
2024-12-12,Mavi,M,7,9.200767774357889
2024-12-13,Mavi,M,11,9.891219938756045
2024-12-14,Mavi,M,6,12.566954310653259
2024-12-15,Mavi,M,7,12.214679965383027
2024-12-16,Mavi,M,9,9.895038366816797
2024-12-17,Mavi,M,2,9.489914291115568
2024-12-18,Mavi,M,0,10.795590670608211
2024-12-19,Mavi,M,4,9.797692629104583
2024-12-20,Mavi,M,5,10.488144793507365
2024-12-21,Mavi,M,8,13.16387916540358
2024-12-22,Mavi,M,16,12.811604820129418
2024-12-23,Mavi,M,7,10.491963221563202
2024-12-24,Mavi,M,6,10.086839145859567
2024-12-25,Mavi,M,15,10.80209051967495
2024-12-26,Mavi,M,10,9.213767472490733
2024-12-27,Mavi,M,4,9.904219636892824
2024-12-28,Mavi,M,7,12.579954008789457
2024-12-29,Mavi,M,8,12.22767966352254
2024-12-30,Mavi,M,5,9.908038064946835
2024-12-31,Mavi,M,5,9.502913989246439
2024-01-01,Mavi,S,5,8.828008445267631
2024-01-02,Mavi,S,3,10.095458399157321
2024-01-03,Mavi,S,4,9.460691247514642
2024-01-04,Mavi,S,10,9.328333855949886
2024-01-05,Mavi,S,6,9.045652267885032
2024-01-06,Mavi,S,9,12.118964228353326
2024-01-07,Mavi,S,11,11.55138854751531
2024-01-08,Mavi,S,3,8.818260044708953
2024-01-09,Mavi,S,3,10.085709998596945
2024-01-10,Mavi,S,4,9.450942846952238
2024-01-11,Mavi,S,6,9.3185854553888
2024-01-12,Mavi,S,4,9.03590386732234
2024-01-13,Mavi,S,17,12.109215827785377
2024-01-14,Mavi,S,9,11.541640146948422
2024-01-15,Mavi,S,3,8.808511644145495
2024-01-16,Mavi,S,13,10.075961598036573
2024-01-17,Mavi,S,8,9.441194446390023
2024-01-18,Mavi,S,7,9.308837054825844
2024-01-19,Mavi,S,11,9.026155466759644
2024-01-20,Mavi,S,0,12.099467427223757
2024-01-21,Mavi,S,11,11.531891746390349
2024-01-22,Mavi,S,9,8.798763243582034
2024-01-23,Mavi,S,5,10.066213197474157
2024-01-24,Mavi,S,10,9.431446045830528
2024-01-25,Mavi,S,4,9.299088654264756
2024-01-26,Mavi,S,3,9.016407066200406
2024-01-27,Mavi,S,10,12.67850376798565
2024-01-28,Mavi,S,11,12.110928087146977
2024-01-29,Mavi,S,5,9.377799584346873
2024-01-30,Mavi,S,10,10.64524953823526
2024-01-31,Mavi,S,3,10.010482386591733
2024-02-01,Mavi,S,8,9.878124995025734
2024-02-02,Mavi,S,12,9.006658665641172
2024-02-03,Mavi,S,11,12.079970626104878
2024-02-04,Mavi,S,13,11.512394945270382
2024-02-05,Mavi,S,4,9.306936813125233
2024-02-06,Mavi,S,8,10.574386767013129
2024-02-07,Mavi,S,6,9.939619615367667
2024-02-08,Mavi,S,9,9.807262223802885
2024-02-09,Mavi,S,12,9.524580635734036
2024-02-10,Mavi,S,10,12.07022222554762
2024-02-11,Mavi,S,5,11.5026465447079
2024-02-12,Mavi,S,13,8.769518041896438
2024-02-13,Mavi,S,6,10.036967995790995
2024-02-14,Mavi,S,11,9.402200844143696
2024-02-15,Mavi,S,5,9.269843452578172
2024-02-16,Mavi,S,4,8.987161864509584
2024-02-17,Mavi,S,13,12.060473824985998
2024-02-18,Mavi,S,7,11.492898144145421
2024-02-19,Mavi,S,9,8.759769641336558
2024-02-20,Mavi,S,11,10.027219595225453
2024-02-21,Mavi,S,9,9.392452443581481
2024-02-22,Mavi,S,3,9.260095052017084
2024-02-23,Mavi,S,3,8.977413463953804
2024-02-24,Mavi,S,17,12.050725424424375
2024-02-25,Mavi,S,8,11.483149743592342
2024-02-26,Mavi,S,9,8.750021240773098
2024-02-27,Mavi,S,7,10.01747119466304
2024-02-28,Mavi,S,15,9.382704043021887
2024-02-29,Mavi,S,10,9.250346651454127
2024-03-01,Mavi,S,10,8.967665063391111
2024-03-02,Mavi,S,15,12.04097702385643
2024-03-03,Mavi,S,5,11.47340134302986
2024-03-04,Mavi,S,16,8.740272840213215
2024-03-05,Mavi,S,7,10.007722794104705
2024-03-06,Mavi,S,6,9.372955642459484
2024-03-07,Mavi,S,13,9.240598250895323
2024-03-08,Mavi,S,8,8.957916662831874
2024-03-09,Mavi,S,9,12.031228623299173
2024-03-10,Mavi,S,4,11.463652942462975
2024-03-11,Mavi,S,9,8.730524439649756
2024-03-12,Mavi,S,12,9.99797439354229
2024-03-13,Mavi,S,2,9.36320724189727
2024-03-14,Mavi,S,5,9.230849850332369
2024-03-15,Mavi,S,3,8.94816826226918
2024-03-16,Mavi,S,16,12.021480222733183
2024-03-17,Mavi,S,4,11.453904541904901
2024-03-18,Mavi,S,1,8.720776039091078
2024-03-19,Mavi,S,8,9.988225992981919
2024-03-20,Mavi,S,9,9.353458841335057
2024-03-21,Mavi,S,10,9.871000561756553
2024-03-22,Mavi,S,9,9.588318973695216
2024-03-23,Mavi,S,19,12.661630934154879
2024-03-24,Mavi,S,0,12.094055253323287
2024-03-25,Mavi,S,10,9.36092675051289
2024-03-26,Mavi,S,5,9.978477592419505
2024-03-27,Mavi,S,13,9.343710440772748
2024-03-28,Mavi,S,13,9.211353049206457
2024-03-29,Mavi,S,7,8.92867146114105
2024-03-30,Mavi,S,13,12.001983421603615
2024-03-31,Mavi,S,0,11.434407740771123
2024-04-01,Mavi,S,10,9.290063979291252
2024-04-02,Mavi,S,8,10.557513933179516
2024-04-03,Mavi,S,6,9.92274678153686
2024-04-04,Mavi,S,9,9.790389389968883
2024-04-05,Mavi,S,5,8.918923060581815
2024-04-06,Mavi,S,10,11.992235021046358
2024-04-07,Mavi,S,8,11.424659340208644
2024-04-08,Mavi,S,15,8.691530837400698
2024-04-09,Mavi,S,8,9.958980791295625
2024-04-10,Mavi,S,13,9.32421363965094
2024-04-11,Mavi,S,0,9.19185624808428
2024-04-12,Mavi,S,6,9.62018814266961
2024-04-13,Mavi,S,7,12.693500103131768
2024-04-14,Mavi,S,6,12.125924422298189
2024-04-15,Mavi,S,4,9.39279591948785
2024-04-16,Mavi,S,0,10.660245873382284
2024-04-17,Mavi,S,10,10.025478721735759
2024-04-18,Mavi,S,2,9.893121330168354
2024-04-19,Mavi,S,6,8.899426259453685
2024-04-20,Mavi,S,12,11.972738219923114
2024-04-21,Mavi,S,3,11.405162539093084
2024-04-22,Mavi,S,15,8.672034036280936
2024-04-23,Mavi,S,17,9.939483990172837
2024-04-24,Mavi,S,12,9.304716838526419
2024-04-25,Mavi,S,9,9.172359446964386
2024-04-26,Mavi,S,9,8.889677858890991
2024-04-27,Mavi,S,8,11.962989819361491
2024-04-28,Mavi,S,23,11.395414138526196
2024-04-29,Mavi,S,16,8.66228563571868
2024-04-30,Mavi,S,8,9.929735589607297
2024-05-01,Mavi,S,10,9.294968437964108
2024-05-02,Mavi,S,11,9.162611046399563
2024-05-03,Mavi,S,7,8.879929458335216
2024-05-04,Mavi,S,6,11.953241418804232
2024-05-05,Mavi,S,13,11.385665737963715
2024-05-06,Mavi,S,6,8.652537235158798
2024-05-07,Mavi,S,12,9.919987189044884
2024-05-08,Mavi,S,24,9.935119149387074
2024-05-09,Mavi,S,7,9.802761757823749
2024-05-10,Mavi,S,10,9.520080169757792
2024-05-11,Mavi,S,16,12.593392130221563
2024-05-12,Mavi,S,13,12.025816449386507
2024-05-13,Mavi,S,6,9.292687946577034
2024-05-14,Mavi,S,9,10.56013790047182
2024-05-15,Mavi,S,4,9.92537074882486
2024-05-16,Mavi,S,12,9.143114245277804
2024-05-17,Mavi,S,9,9.571446139856855
2024-05-18,Mavi,S,12,12.644758100326063
2024-05-19,Mavi,S,0,12.077182419485785
2024-05-20,Mavi,S,17,9.344053916678911
2024-05-21,Mavi,S,11,10.611503870571166
2024-05-22,Mavi,S,9,9.97673671892712
2024-05-23,Mavi,S,8,9.844379327363747
2024-05-24,Mavi,S,5,8.850684256654047
2024-05-25,Mavi,S,20,11.923996217113043
2024-05-26,Mavi,S,17,11.356420536285675
2024-05-27,Mavi,S,16,8.6232920334732
2024-05-28,Mavi,S,12,9.89074198736172
2024-05-29,Mavi,S,7,9.255974835717874
2024-05-30,Mavi,S,0,9.12361744415376
2024-05-31,Mavi,S,8,8.84093585609135
2024-06-01,Mavi,S,7,11.914247816555786
2024-06-02,Mavi,S,29,11.346672135723194
2024-06-03,Mavi,S,9,8.61354363291332
2024-06-04,Mavi,S,15,9.880993586803385
2024-06-05,Mavi,S,11,9.24622643515547
2024-06-06,Mavi,S,15,9.113869043590803
2024-06-07,Mavi,S,4,8.831187455522459
2024-06-08,Mavi,S,17,11.90449941599853
2024-06-09,Mavi,S,18,12.047937217803337
2024-06-10,Mavi,S,14,9.314808714996891
2024-06-11,Mavi,S,4,10.582258668888002
2024-06-12,Mavi,S,14,9.947491517243003
2024-06-13,Mavi,S,17,9.81513412567488
2024-06-14,Mavi,S,12,8.821439054959765
2024-06-15,Mavi,S,7,11.894751015432542
2024-06-16,Mavi,S,8,12.038188817245265
2024-06-17,Mavi,S,7,9.305060314433431
2024-06-18,Mavi,S,18,10.572510268322462
2024-06-19,Mavi,S,15,9.937743116680695
2024-06-20,Mavi,S,7,9.805385725113789
2024-06-21,Mavi,S,7,9.522704137047558
2024-06-22,Mavi,S,12,12.596016097522318
2024-06-23,Mavi,S,10,12.028440416687777
2024-06-24,Mavi,S,4,8.58429843122294
